"57638934","Different outputs on different ide","<p>I am trying to solve the <a href=""https://www.spoj.com/problems/PRIME1/"" rel=""nofollow noreferrer"">Prime Generator Problem</a> using java.
My implementation:</p>

<pre class=""lang-java prettyprint-override""><code>import java.util.LinkedHashMap;
import java.util.Scanner;
class Testtest
{
   public static void main(String[] args)
   {
       Scanner sc=new Scanner(System.in);
       int t=sc.nextInt();  //no of test cases
       while(t--&gt;0){
       LinkedHashMap&lt;Long,Long&gt; hp=new LinkedHashMap&lt;Long,Long&gt;();
       long n=sc.nextLong(); //min range
       long m=sc.nextLong(); //max range
       for(long i=2;i&lt;=Math.sqrt(1000000001)+1;i++)
       {
           long start=Math.max(2*i,((n+i-1)/i)*i);
           for(long j=start;j&lt;=m;j+=i)
           {
               hp.put(j, (long) 1);
           }
       }

       for(long i=n;i&lt;=m;i++)
       {
           if(hp.get(i)==null &amp;&amp; i!=1)
           {
               System.out.print(i+"" "");
           }
       }
       hp.clear();
       System.out.println();
       }
   }
}
</code></pre>

<p><strong>Although my code got accepted.</strong> But due to curiosity i further went on experimenting.
For input-:
           <strong>2<br>
             99990000 100000000<br>
             99990000 100000000</strong><br></p>

<p>when i run my code on-:</p>

<p>1.<a href=""https://ideone.com/4d2Qcj"" rel=""nofollow noreferrer"">Ideone</a><br> 
2.<a href=""https://www.codechef.com/ide"" rel=""nofollow noreferrer"">Codechef</a><br>
3.Windows Power Shell</p>

<p>I got the same results as expected on all three platforms.But incase of input-:</p>

<p><strong>2<br>
999900000 1000000000<br>
999900000 1000000000</strong></p>

<p>when i run my code on-:</p>

<p>1.<a href=""https://ideone.com/AIIkrJ"" rel=""nofollow noreferrer"">Ideone</a>-:run time error.<br>
2.<a href=""https://www.codechef.com/ide"" rel=""nofollow noreferrer"">Codechef</a>-:getting different output for different test cases although inputs of all test cases are same.</p>

<p>3.Windows Power Shell-:Getting expected output.</p>

<p>Is there any problem in my code? Why i am getting different results in second input case?</p>
","2019-08-24","1","2"
"8422950","Java image paint issue","<p>I have a problem.. I have a image painted on my java applet and a for loop to make the x move up 5 every time.. but it leaves behind the old image for a bit then it will erase it..</p>

<pre><code>for(int tohouse = 0; tohouse &lt;= 520; tohouse+=2) {
  try {
    x+=5;
    tohouse+=10;

    if (pos == 0) {
      rectX+=5;
      g.drawImage(picture1,x,150,this);
      pos = 1;
    } else if (pos == 1) {
      rectX+=4;
      g.drawImage(picture2,x,150,this);
      pos = 2;
    } else if (pos == 2) {
      rectX+=5;
      g.drawImage(picture3,x,150,this);
      pos = 0;
    }
  }
}
</code></pre>

<p>Heres a image:</p>

<p><img src=""https://i.stack.imgur.com/l62HW.png"" alt=""Image""> </p>
","2011-12-07","3","3"
"24727059","Java: boolean from other class not changing value/if statement not working","<p>So I've created an Object of a class called ""Homescreen"" which is undefined. Once the button is click the object is initialized and the thread starts to check if the boolean 'ScanForSpywares' is true or false. If true it performs a certain task. The boolean is by default false and set true by a button once it is clicked.</p>

<pre><code>Thread liveCheck = new Thread(new Runnable(){
   @Override
   public synchronized void run(){
      while(running){
         try{
            if(serv.connection!=null){
               if(serv.connection.isClosed()){
                  btnDisconnect.setEnabled(false);
                  btnConnect.setEnabled(true);
               }else if(!serv.connection.isClosed()){
                  btnConnect.setEnabled(false);
                  btnDisconnect.setEnabled(true);
               }
            }else{
               btnDisconnect.setEnabled(false);
            }

            if(isHome){
               btnHome.setEnabled(false);
            }else if(!isHome){
               btnHome.setEnabled(true);
            }
            /* THIS IS THE PROBLEM (THE ONE BELOW) */
            if(sc!=null){
                       // The code works fine till here
               if(sc.ScanForSpywares){
                  serv.LoadMYSQLSettings();
                  System.out.println(""works"");
                  sc.ScanForSpywares=false;
               }
            }

         }catch(Exception e){

         }
      }
   }
});
</code></pre>

<p>This is the code for the other class. Everything works fine, but when I click the button ""Scan"", nothing happens. So I tried printing out a simple message, turns out it doesn't even go there. Any idea what might it be..I've been working for long hours so might be a silly problem my brain isn't able to detect:/</p>

<pre><code>public class HomeScreen extends JFrame {

private JPanel contentPane;
public JList list;
public DefaultListModel model = new DefaultListModel();
public boolean ScanForSpywares = false;

public HomeScreen() {
   setResizable(false);
   setTitle(""Spyware Interface"");
   setDefaultCloseOperation(JFrame.DISPOSE_ON_CLOSE);
   setBounds(100, 100, 699, 399);
   contentPane = new JPanel();
   contentPane.setBorder(new EmptyBorder(5, 5, 5, 5));
   setContentPane(contentPane);
   contentPane.setLayout(null);

   JLabel lblFrtzfoxy = new JLabel(""FrtzFoxy"");
   lblFrtzfoxy.setForeground(new Color(30, 144, 255));
   lblFrtzfoxy.setFont(new Font(""Tahoma"", Font.PLAIN, 39));
   lblFrtzfoxy.setBounds(10, 11, 168, 41);
   contentPane.add(lblFrtzfoxy);

   JLabel lblCyberIntelligence = new JLabel(""Cyber Intelligence Corporation"");
   lblCyberIntelligence.setForeground(new Color(0, 0, 255));
   lblCyberIntelligence.setFont(new Font(""Tahoma"", Font.PLAIN, 10));
   lblCyberIntelligence.setBounds(12, 47, 141, 14);
   contentPane.add(lblCyberIntelligence);

   ScrollPane scrollPane = new ScrollPane();
   scrollPane.setBounds(10, 67, 143, 263);
   contentPane.add(scrollPane);

   list = new JList(model);
   scrollPane.add(list);
   list.setBounds(329, 223, 1, 1);

   JLabel lblActiveNan = new JLabel(""Active: NaN"");
   lblActiveNan.setFont(new Font(""Roboto Cn"", Font.BOLD, 22));
   lblActiveNan.setBounds(10, 330, 143, 34);
   contentPane.add(lblActiveNan);

   JButton btnScan = new JButton(""Scan"");
   btnScan.addActionListener(new ActionListener() {
      public void actionPerformed(ActionEvent event) {
         ScanForSpywares=true;
      }
   });
   btnScan.setBounds(604, 0, 89, 23);
   contentPane.add(btnScan);
}}
</code></pre>
","2014-07-13","1","1"
"41277460","How do I check if a string contains keywords?","<p>I'm writing a program that asks the user to enter keywords, and an essay, and then checks how many keywords were used in the essay. </p>

<p>Current output: </p>

<hr>

<p>Enter keywords: </p>

<p>dog, cat</p>

<p>Enter essay: </p>

<p>i like cat</p>

<p>Exception in thread ""main"" java.lang.RuntimeException</p>

<hr>

<p>Desired output:</p>

<hr>

<p>Enter keywords: </p>

<p>dog, cat</p>

<p>Enter essay: </p>

<p>i like cat</p>

<p>1</p>

<hr>

<p>Here's my code so far: </p>

<pre><code>static int keywordsChecker(String shortEssay, String keywords) {
        int count = 0;

        for (int i = 0; i &lt; keywords.length(); i++) {

            String[] ary = keywords.split("","");

            if (shortEssay.contains(ary)) {
                count++;
            }
            System.out.println(count);


        }
         return count;
    }

    public static void main(String[] args) {
        Scanner input = new Scanner(System.in);
        System.out.println(""Enter keywords: "");
        String keyword = input.nextLine();
        System.out.println(""Enter essay: "");
        String essay = input.nextLine();
        keywordsChecker(essay, keyword);

    }
</code></pre>
","2016-12-22","3","4"
"24735483","How to convert Date string to java Date?","<p>Im having difficulty converting the following date string <code>""2014-07-10T11:31:35""</code> to a java Date object in android.</p>

<p>so <code>Date date = new Date(""2014-07-10T11:31:35"");</code> returns null, which causes a null reference exception</p>

<pre><code>public class DateUtil {

    public static String FromIsoString(String datestring)
    {
        String formattedDateString = """";
        try {
            if (!datestring.isEmpty()) {

                Date date = new Date(date string);//--&gt;&gt;&gt;&gt; returns null 
                String format = ""dd/MM/yyyy"";
                Locale locale = Locale.ENGLISH;
                formattedDateString = FromIsoString(date, format, locale);
            }
        }
        catch(Exception ex)
        {
            Log.e(ex.getLocalizedMessage(),""FromUtcString"");
        }
        return formattedDateString;
    }


    public static  String FromIsoString(Date date, String format, Locale locale){
        String dateString = null;
        try
        {

            dateString = new SimpleDateFormat(format, locale).format(date);

        }catch (Exception ex)
        {
            Log.e(ex.getLocalizedMessage(),""FromString"");
        }
        return dateString;
    }
}
</code></pre>
","2014-07-14","1","1"
"8450343","Pontoon game lost in the code","<p>So here is the thing. i started to look in to the simple java programming. and got to the point where covered all of the simple lessons and alredy know how to do some of easy coding. the trouble i have is with using all of my covered knowledge in one code. I wanted to create a game as i been told taht it is possible, i think they are doing it on the actual lessons of java. though i have encountered some problems. It is working BUT it dosent stops when the players hand rises over 24 points. where in game the player should be bust it keeps asking do u want another card? i have used the if statement but it dosent seem to notice it.</p>

<pre><code>import java.util.Scanner;

public class Pontoon{

 public static void main(String[] args) {
    Scanner input = new Scanner(System.in);
    int playerScore = 0, computerScore = 0;
    String newCard = """";
    playerScore += dealCard();
    computerScore += dealCard();
    playerScore += dealCard();
    computerScore += dealCard();

    System.out.printf(""Your score is %d would you like another card ? y/n "", playerScore);
    newCard = input.nextLine();
    if(newCard.equalsIgnoreCase(""Y"")) {
        while (newCard.equalsIgnoreCase(""Y"") &amp;&amp; playerScore &lt; 21) { 
            playerScore += dealCard();
            System.out.printf(""Your score is %d would you like another card ? y/n "", playerScore);
            newCard = input.nextLine();
        }
    }
    while(computerScore &lt; 15){
        computerScore += dealCard();
    }
    checkWin(playerScore, computerScore);
}
public static int dealCard(){
    int value = (int) (Math.random() * 13) + 1;
    int score = 0;
    if(value == 1) {
        System.out.println(""Ace!"");
        score = 11;
    }else if (value == 13) {
        System.out.println(""King!"");
        score = 10;
    }else if (value == 12) {
        System.out.println(""Queen!"");
        score = 10;
    } else if (value == 11) {
        System.out.println(""Jack!"");
        score = 10;
    } else {
        score = value;
    }

    return score;
}

public static void checkWin(int Player, int Computer) {
    int player = Player;
    int computer = Computer;

    if (player &gt; 21) {
        System.out.println(""Player Bust"");
    } else if (computer &gt; 21) {
        System.out.println(""Computer Bust"");
    } else {
        if (player &gt; computer) {
            System.out.println(""Player Wins!"");
        } else {
            System.out.println(""Computer Wins!"");
        }
    }
}
}
</code></pre>
","2011-12-09","0","2"
"41275467","How to deal with read/write function for others file type in Java","<p>I am doing a program which will receiving any file from my remote server, these files can be .doc, .pdf and some others file type. I will read the content in those files and write it into another new files with same file extension. But when i receive a .doc file from remote server and i try read the file and write into another file, it's show me something like this             <code>@²Óç¨ Þ¢·S Ò Þ¢·S Ò PK          £  JT</code> in my test.doc. i have no idea on this issues, i try <code>PrintStream,BufferedWriter</code> or <code>PrintWriter</code> but unfortunately it's wouldn't help anything   <br><Br> This is my source code for read/write the file<br><Br></p>

<pre><code>         try
           {
             InputStream is1 = con1.getInputStream();
             BufferedReader read1 = new BufferedReader (new InputStreamReader(is1));
             String data1 = """" ; 
             while ((data1 = read1.readLine()) != null)
             {
              PrintWriter pw = new PrintWriter(""test.doc"",""UTF-8"");
               pw.write(data1);
               pw.close();

              }
          System.out.println(""done"");
           }
          catch(IOException e)
          {
              e.printStackTrace();
          }
</code></pre>

<p><br><Br> May i know what is the best way to do the read/write if we having difference file type ?</p>
","2016-12-22","0","2"
"69702","Java Collections using wildcard","<pre><code>public static void main(String[] args) {

    List&lt;? extends Object&gt; mylist = new ArrayList&lt;Object&gt;();

    mylist.add(""Java""); // compile error

}
</code></pre>

<p>The above code does not allow you to add elements to the list and wild cards can only be used as a signature in methods, again not for adding but only for accessing.
In this case what purpose does the above fulfil ??</p>
","2008-09-16","9","7"
"49465036","Apache Commons Client can't connect to AOL anymore","<p>I am now unable to connect to AOL (using Windows 10 / Apache Commons Email Client 1.4, Java 9) having previously been successful. I did introduce a bug which meant I sent the password as 'null' and it seemed to happen after this (during March 2018). Would this cause the issue and, if so, is there anything I can do about it? If not, is there anything else that could cause the problem? I believe the following is the relevant code (excluding the other assignments): </p>

<pre><code>SimpleEmail email = new    SimpleEmail();
email.setHostName(""smtp.aol.com""); 
email.setSslSmtpPort(""465"");
email.setAuthenticator(new DefaultAuthenticator(""userid"", ""pwd""));
email.setSSLOnConnect(true);
email.send(); 
</code></pre>

<p>Thanks in anticipation </p>
","2018-03-24","0","1"
"16680811","How to find an object in arraylist by one of it's element and print it?","<p>I am developing a console application where I can register items. Each item has 3 properties serial number, model, year.
I have 3 classes Laptop, Laptops(arraylist) and Office to run the application.
So far I have managed to find the object itself by index number, but i need to list all objects with the property typed in.</p>

<p>This is how I ask user to choose the option</p>

<pre><code>Laptops inHouse = new Laptops();
model = Console.askModel(""Enter Model : "");
inHouse.findModel(model);
break;
</code></pre>

<p>That is the find method in Laptops class</p>

<pre><code>public void findModel(String aModel)
{
    int arraySize = laptops.size();
    for(int i=0; i&lt;arraySize; i++) {
        if (laptops.get(i).getModel() == aModel) {
            System.out.println(laptops.get(i));
        }
    }       
}
</code></pre>

<p>this is the askModel method in Console class.</p>

<pre><code>public static String askModel(String aModel)
{
    System.out.println(aModel);
    String model = askString(""Enter the model: "");
    return model;
}
</code></pre>

<p>Additionally, I am quite new to java, I understand the concept but still struggling on many thing so If I forgot to post a code which is needed to solve the problem I am sorry in advnace.</p>
","2013-05-21","0","2"
"16681521","How to remove repeated items of a list and copy the list into another list","<p>I have a list of items that need to remove their repeated ones and then copy the list into another list. The problem is that I cant copy the list into the other list.</p>

<p><strong>Code</strong></p>

<pre><code>    .....
    private List mylist = new ArrayList();
    .....

    LinkedHashSet hs = new LinkedHashSet();
    hs.addAll(mylist);
    mylist.clear();
    mylist.addAll(hs); 

    MyClass.getItems().clear();
    MyClass.setItems(mylist);
</code></pre>

<p><strong>MyClass.java</strong></p>

<pre><code>  .....
   private List Items = new ArrayList();

   public void setItems(List myItems) { 
        for (int i = 0; i &lt; myItems.size(); i++) {    &lt;&lt;This loop shows the items
            System.out.println(myItems.get(i));
        }
        this.Items.clear();
        this.Items.addAll(myItems);
        for (int i = 0; i &lt; Items.size(); i++) {  &lt;&lt; this loop does not show anything
           System.out.println(Items.get(i));
        }
    }
</code></pre>

<p><strong>Desired result</strong></p>

<pre><code>mylist  &gt;&gt; a,b,c,a,d,c
change to a,b,c,d
then copy to items
items &gt;&gt; a,b,c,d
</code></pre>
","2013-05-22","1","1"
"16668861","Java Reflection in android","<p>This is my <code>TYPEFACE</code> class</p>

<pre><code>public class TYPEFACE {

    public static final Typeface Rupee(Context ctx){
        Typeface typeface = Typeface.createFromAsset(ctx.getAssets(), ""Rupee_Foradian.ttf"");
        return typeface;
    }
    public static final Typeface ArialRounded(Context ctx){
        Typeface typeface = Typeface.createFromAsset(ctx.getAssets(), ""Rupee_Foradian.ttf"");
        return typeface;
    }

}
</code></pre>

<p>And I try to access the methods from this class using <a href=""http://docs.oracle.com/javase/tutorial/reflect/index.html"" rel=""nofollow"">Reflection</a> by the following way</p>

<pre><code>Method method;
TYPEFACE typeface;
try{            
    method = typeface.getClass().getMethod(""Rupee"",Context.class);
}catch(Exception e){
    System.out.println(""method : ""+e);
}
</code></pre>

<p>But it throws the <code>nullpointerexception</code>.</p>

<pre><code>05-21 17:12:07.026: I/System.out(14917): method : java.lang.NullPointerException
</code></pre>

<p>I dont know What is wrong with this way. Sombody can help me please. </p>

<p>Thanks in advance. </p>
","2013-05-21","0","3"
"16681886","Java using an object from a central class","<p>I am making a game in Java and I have a central(Engine) class which will render the scenery/player/etc. </p>

<p>In the Engine class I create my player object like so</p>

<pre><code>public class Engine() {

    public static Player player;

    public Engine() {
        RenderPlayer();
    }

    protected static void RenderPlayer() {
        player = new Player();
    }
}
</code></pre>

<p>I also have a Canvas class which handles the drawing of the player.
I want to be able to call the Players functions without having to create a new instance( since I created the player in the Engine class ). Whenever I try to use a function from the player, I get a null pointer expection.</p>

<p>This is how I call it.</p>

<pre><code>Engine.player.tick();
</code></pre>

<p>I have spent a couple hours trying to figure it out, May someone tell me what I am doing wrong, and help me in the right direction? Thank you.</p>
","2013-05-22","1","2"
